short_id,eid,doi,weblink,scholar_link,title,subtype,journal,author_names,abstract,citedby_count,year,labeled_as,affilname,openaccess,publisher,downloaded
3250,2-s2.0-84855725731,10.1177/1350508411401946,https://doi.org/10.1177/1350508411401946,https://scholar.google.com/scholar?q=10.1177/1350508411401946,Spacing organization: Non-representational theory and performing organizational space,ar,Organization,"Beyes, Timon;Steyaert, Chris","This article connects to and extends the attempts to bring space back into critical organizational theory, which, we argue, has mainly been based on the socio-spatial perspective as pioneered by Henri Lefebvre. Taking issue with the various ways in which Lefebvre's work can be interpreted, we develop an alternative route. Adopting a mode of non-representational theorizing as outlined in human geography, we propose the concept of 'spacing', which orients the understanding of organizational space towards its material, embodied, affective and minor configurations. In discussing the consequences of such a performative approach to space for the practice and craft of organizational scholarship, we argue that our conceptual opening entails a move from representational strategies of extracting representations of the (organizational) world from the world to embodied apprehensions of the everyday performing of organizational space. What can be termed the enactment of organizational geographies in slow motion is inspired and illustrated by the video 'The Raft' conceived by the artist Bill Viola. © SAGE Publications 2011.",306,2012,universitaet,University of St. Gallen;Leuphana Universität Lüneburg,1,,no
3251,2-s2.0-84855274888,10.1016/j.jclepro.2011.12.011,https://doi.org/10.1016/j.jclepro.2011.12.011,https://scholar.google.com/scholar?q=10.1016/j.jclepro.2011.12.011,Academic staff development as a catalyst for curriculum change towards education for sustainable development: An output perspective,ar,Journal of Cleaner Production,"Barth, Matthias;Rieckmann, Marco","Implementing education for sustainable development (ESD) in university curricula poses a new challenge to the academic system. In recent years many universities have undertaken activities towards its implementation and numerous case studies of such processes have been documented. However, it remains a great challenge to change university curricula in such a way that they are transformed into 'built-in' sustainability. How then can deep-rooted implementation be facilitated? It has been argued that learning processes which can enable transformative changes largely depend on academic staff and their capabilities and willingness to support such processes. Although there are only few examples that focus on academic staff in higher education as a starting point to bring about change, research indicates promising opportunities to do so. In this context this article describes the case of an academic staff development programme which was implemented at the Universidad Técnica del Norte (Ecuador) and analyses the extent to which such a programme has positive effects on transformative changes towards a sustainable university. The analysis of the programme shows that it not only facilitated the personal competence development of the participating academic staff and changed their teaching practice, but also that it influenced the general organisational development of the university. The results of this case study thus highlight the potential benefits of ESD academic staff development programmes in terms of their relevance for initiating individual learning processes as well as for facilitating social learning and, in this respect, confirm the idea that the competence development of academic staff is an essential prerequisite for a sustainability paradigm shift in higher education. © 2012 Elsevier Ltd. All rights reserved.",302,2012,universitaet,RMIT University;Leuphana Universität Lüneburg,2,Elsevier Ltd,no
3252,2-s2.0-84855269634,10.1007/s11356-011-0536-y,https://doi.org/10.1007/s11356-011-0536-y,https://scholar.google.com/scholar?q=10.1007/s11356-011-0536-y,"Biodegradability and ecotoxicitiy of tramadol, ranitidine, and their photoderivatives in the aquatic environment",ar,Environmental Science and Pollution Research,"Bergheim, Marlies;Gieré, Reto;Kümmerer, Klaus","Purpose This study was designed to assess the fate and the overall potential impacts of the widely prescribed drugs ranitidine and tramadol after their introduction into the aquatic environment. Methods The probability to detect these two drugs in the aquatic environment was studied by analyzing their abiotic and biotic degradation properties. For this purpose, samples were irradiated with different light sources, and three widely used biodegradability tests from the OECD series, the closed bottle test (OECD 301 D), the manometric respirometry test (OECD 301 F) and the Zahn-Wellens test (OECD 302 B), were conducted. The ecotoxicity of the photolytically formed transformation products was assessed by performing the bacterial growth inhibition test (EN ISO 10712). Furthermore, quantitative structure-activity relationship analysis and a risk analysis based on the calculation of the predicted environmental concentrations have also been conducted to assess the environmental risk potential of the transformation products. The possible formation of stable products by microbial or photolytical transformation has been investigated with DOC and LC-MS analytics. Results In the present study, neither ranitidine, nor tramadol, nor their photoderivatives were found to be readily or inherently biodegradable according to test guidelines. The photolytic transformation was faster under a UV lamp compared to the reaction under an Xe lamp with a spectrum that mimics sunlight. No chronic toxicity against bacteria was found for ranitidine or its photolytic decomposition products, but a low toxicity was detected for the resulting mixture of the photolytic transformation products of tramadol. Conclusions The study demonstrates that transformation products may have a higher environmental risk potential than the respective parent compounds. © 2011 Springer-Verlag.",68,2012,universitaet,Universität Freiburg;Universitätsklinikum Freiburg;Leuphana Universität Lüneburg,0,,no
3253,2-s2.0-81555201992,10.1016/j.jbusvent.2010.05.002,https://doi.org/10.1016/j.jbusvent.2010.05.002,https://scholar.google.com/scholar?q=10.1016/j.jbusvent.2010.05.002,Focus on opportunities as a mediator of the relationship between business owners' age and venture growth,ar,Journal of Business Venturing,"Gielnik, Michael M.;Zacher, Hannes;Frese, Michael","Combining upper echelons and lifespan theories, we investigated the mediating effect of focus on opportunities on the negative relationship between business owners' age and venture growth. We also expected that mental health moderates the negative relationship between business owners' age and focus on opportunities. Path analytic findings based on data from 84 business owners (mean age = 44, range 24-74) supported these hypotheses. Findings suggest that focus on opportunities is a psychological mechanism that links business owners' age with venture growth. Our findings also indicate that mental health helps maintain a high level of focus on opportunities with increasing age. © 2010 Elsevier Inc.",154,2012,universitaet,Constructor University;Leuphana Universität Lüneburg;NUS Business School,2,Elsevier Inc.,no
3254,2-s2.0-81255167447,10.1016/j.agee.2011.09.005,https://doi.org/10.1016/j.agee.2011.09.005,https://scholar.google.com/scholar?q=10.1016/j.agee.2011.09.005,Spillover of functionally important organisms between managed and natural habitats,re,Agriculture Ecosystems and Environment,"Blitzer, Eleanor J.;Dormann, Carsten F.;Holzschuh, Andrea;Klein, Alexandra Maria;Rand, Tatyana A.;Tscharntke, Teja","Land-use intensification has led to a landscape mosaic that juxtaposes human-managed and natural areas. In such human-dominated and heterogeneous landscapes, spillover across habitat types, especially in systems that differ in resource availability, may be an important ecological process structuring communities. While there is much evidence for spillover from natural habitats to managed areas, little attention has been given to flow in the opposite direction. This paper synthesizes studies published to date from five functionally important trophic groups, herbivores, pathogens, pollinators, predators, and seed dispersers, and discusses evidence for spillover from managed to natural systems in all five groups. For each of the five focal groups, studies in the natural to managed direction are common, often with multiple review articles on each subject which document dozens of examples. In contrast, the number of studies which examine movement in the managed to natural direction is generally less than five studies per trophic group. These findings suggest that spillover in the managed to natural direction has been largely underestimated. As habitat modification continues, resulting in increasingly fragmented landscapes, the likelihood and size of any spillover effect will only increase. © 2011.",504,2012,universitaet,Cornell University;Georg-August-Universität Göttingen;Leuphana Universität Lüneburg;USDA ARS Northern Plains Agricultural Research Laboratory;CaA,1,,no
3255,2-s2.0-84870534593,10.1007/978-1-4419-8408-1_2,https://doi.org/10.1007/978-1-4419-8408-1_2,https://scholar.google.com/scholar?q=10.1007/978-1-4419-8408-1_2,Operations systems of container terminals: A compendious overview,ar,Operations Research Computer Science Interfaces Series,"Brinkmann, Birgitt","This section contains an overview of the different functional areas of a marine container terminal and a summary of the main types of container handling systems. The main advantages and disadvantages of each type of handling system are alsosummarized without focusing on technical details. © Springer Science+Business Media, LLC 2011.",51,2011,universitaet,Leuphana Universität Lüneburg,0,,no
3256,2-s2.0-84865077060,10.2304/eerj.2011.10.4.595,https://doi.org/10.2304/eerj.2011.10.4.595,https://scholar.google.com/scholar?q=10.2304/eerj.2011.10.4.595,Educational organisations as 'cultures of consumption': Cultural contexts of consumer learning in schools,ar,European Educational Research Journal,"Fischer, Daniel","High levels of consumption in the industrialised parts of the world such as Europe mark a central threat to global sustainable development. In recent years, growing attention has been paid to the contributions of education and educational organisations to the socialisation of youths and young adults into consumer culture. It is the contention of this article that educational responses to the consumption challenge both within the European Union (EU) consumer policy strategy and in current practices in consumer education in European countries build on an understanding of consumer learning in schools that is too narrowly defined and thus insufficient. The aim of this article is therefore to help overcome this shortcoming by unfolding a socio-cultural view on consumption-related formal and informal learning environments in educational organisations. It is assumed that in response to external framings such as curricula or policies and as a result of inner-organisational negotiations, schools bring about distinct ways of relating to consumption and youth consumers that have socialising effects on their students. This article presents a conceptual elaboration of these contexts and processes. It draws on research into the genesis and characteristic fields of school culture and relates this to the domain of consumption. As a result, a detailed framework of organisational 'cultures of consumption' in schools with six thematic domains is presented. The article concludes with a discussion of implications and demands for a new research, practice and policy-making agenda that is needed to advance a more holistic promotion of sustainable consumer education in schools in Europe.",15,2011,universitaet,Leuphana Universität Lüneburg,1,,yes
3257,2-s2.0-84856387171,10.3362/1755-1986.2011.035,https://doi.org/10.3362/1755-1986.2011.035,https://scholar.google.com/scholar?q=10.3362/1755-1986.2011.035,A critical review of the effects of entrepreneurship training in developing countries,re,Enterprise Development and Microfinance,"Glaub, Matthias;Frese, Michael","The published literature suggests that entrepreneurship training is an effective means of promoting entrepreneurship. The present study reviews 30 published and unpublished studies that evaluated 10 different entrepreneurship training programmes in developing countries. The review indicates that entrepreneurship training seems to positively affect entrepreneurial performance. Moreover, it suggests that different training content may infliuence different facets of business success. However, the vast majority of the reviewed evaluation studies face serious methodological problems, thus limiting the conclusiveness of their results. Only two studies used sound methodologies. Hence, the present review stresses that it is essential to apply sound methodology to evaluate entrepreneurship training. Otherwise the results of the training programmes could be spurious. © Practical Action Publishing, 2011.",45,2011,universitaet,Leuphana Universität Lüneburg;NUS Business School;DB Netz AG,0,,no
3258,2-s2.0-84856257198,10.1080/10826076.2011.591031,https://doi.org/10.1080/10826076.2011.591031,https://scholar.google.com/scholar?q=10.1080/10826076.2011.591031,"The use of a monolithic column to improve the simultaneous determination of caffeine, paracetamol, pseudoephedrine, aspirin, dextromethorphan, chlorpheniramine in pharmaceutical formulations by HPLC-A comparison with a conventional reversed-phase silica-based column",ar,Journal of Liquid Chromatography and Related Technologies,"Hadad, Ghada M.;Mahmoud, Waleed M.M.","A new simple, rapid, and sensitive liquid chromatographic method has been developed and validated for the simultaneous determination of caffeine, paracetamol, pseudoephedrine, aspirin, dextromethorphan, and chlorpheniramine in pharmaceutical tablet formulations and was performed on conventional C <inf>18</inf> and monolithic silica C <inf>18</inf> columns. Chromatographic separation was achieved by using a mixture of methanol and a buffer containing 10mM NaH <inf>2</inf>PO <inf>4</inf>, 3mM heptane sulfonic acid sodium salt, 0.1% triethylamine, pH 2.5 (adjusted with hydrochloric acid) in a ratio 50:50v/v, 40:60v/v for conventional C <inf>18</inf> and monolithic silica C <inf>18</inf> columns, respectively. Quantitation was achieved with UV detection at 214nm, based on peak area. The proposed method could be used in the presence of salicylic acid as impurity or decomposition product in dosage forms containing aspirin. The proposed method was validated and successfully applied for the analysis of pharmaceutical formulations and laboratory-prepared mixtures containing these multicomponent combinations. © 2011 Copyright Taylor and Francis Group, LLC.",8,2011,universitaet,Leuphana Universität Lüneburg;Faculty of Pharmacy,0,,no
3259,2-s2.0-83455263481,10.1636/P10-58.1,https://doi.org/10.1636/P10-58.1,https://scholar.google.com/scholar?q=10.1636/P10-58.1,Eresus kollari (Araneae: Eresidae) calls for heathland management,ar,Journal of Arachnology,"Krause, Rolf Harald;Buse, Jörn;Matern, Andrea;Schröder, Boris;Härdtle, Werner;Assmann, Thorsten","Northwest Europe's largest heather-dominated sandy habitats are located in the nature reserve Lneburger Heide, Germany. Yet, even these appear to be losing their ability to support some of their stenotopic species such as the ladybird spider, Eresus kollari Rossi 1846, and are thus becoming increasingly important for the preservation of these species. The habitat requirements of this endangered spider species were investigated in order to obtain data that will help stabilize the last remnants of the species' population in northwest Germany. Several heathland habitats were surveyed by pitfall trapping during the mate-search period of the males. Two statistical methods were applied: logistic regression and boosted regression trees (BRT). Both methods showed that three habitat variables are of prime relevance in predicting the occurrence of E. kollari: a) thickness of the organic layer (a negative effect), b) soil temperature at a depth of 10 cm, and c) Calluna cover in the herb layer (both have positive effect). Our results show that choppering (removing above-ground biomass and most of O-layer) and burning are likely appropriate heathland management measures for the conservation of E. kollari. Such measures improve the species' habitat quality by creating a heterogenic (small-scaled) heathland structure with suitable microhabitats. As Calluna heathlands show a clear senescence of the dominant heather, it is essential that those habitat patches be conserved. Further measures, such as transfer experiments, are recommended. © 2011 The American Arachnological Society.",9,2011,universitaet,Johannes Gutenberg-Universität Mainz;Universität Potsdam;Leuphana Universität Lüneburg;Leibniz-Zentrum für Agrarlandschaftsforschung (ZALF) e. V.,2,,no
3260,2-s2.0-83455195245,10.1016/j.biocon.2011.07.018,https://doi.org/10.1016/j.biocon.2011.07.018,https://scholar.google.com/scholar?q=10.1016/j.biocon.2011.07.018,"Two high-mountain burnet moth species (Lepidoptera, Zygaenidae) react differently to the global change drivers climate and land-use",ar,Biological Conservation,"Dieker, Petra;Drees, Claudia;Assmann, Thorsten","Uphill shifts of alpine species have been associated with climate warming; however, land-use change can act simultaneously. We surveyed two related alpine burnet moth species in the Pyrenees to determine whether there was an uphill shift in the range of these two species and, if so, whether this was driven by climate and/or land-use changes. In 2008/09 we revisited 28 sites at the lower altitudinal range limits at which the species had been recorded between 1958 and 1986 (data were obtained from museum collections, distribution atlas, researchers' field notes). We also recorded the recent upper range limits. The arctic-alpine Zygaena exulans showed an uphill shift (148. m ± SD 87. m/decade) at all sites; at four sites the species has even become extinct. Changes in the lower altitudinal range limits were attributed to climate change. For the endemic species Zygaena anthyllidis we only ascertained an uphill shift at one third of the sites investigated (60. m ± SD 74. m/decade); these shifts were due to changes in grazing intensities. As both species colonize very high summits, further uphill shifts of the upper limits are no longer possible. The studied con-generic species are affected by different global change drivers. Our data indicate the considerable role of land-use in conservation and suggest that it can even exceed the impact of climate change. Ongoing climate change is likely to jeopardize the long-term survival of Z. exulans in the Pyrenees; Z. anthyllidis, however, may be preserved by appropriate management in the subalpine belt. © 2011 Elsevier Ltd.",36,2011,universitaet,Tel Aviv University;University of Münster;Leuphana Universität Lüneburg;National Museum of Natural History,0,,no
3261,2-s2.0-80855138043,10.1007/s10592-011-0254-5,https://doi.org/10.1007/s10592-011-0254-5,https://scholar.google.com/scholar?q=10.1007/s10592-011-0254-5,Genetic erosion in habitat specialist shows need to protect large peat bogs,ar,Conservation Genetics,"Drees, Claudia;Zumstein, Pascale;Buck-Dobrick, Thorsten;Härdtle, Werner;Matern, Andrea;Meyer, Hartmut;von Oheimb, Goddert;Assmann, Thorsten",The specialized fauna of peat bogs declines strongly both in species numbers and population density and becomes fragmented because of anthropogenic land use changes. We investigated 15 populations of the stenotopic ground beetle species Agonum ericeti in south Sweden to address the question of reduced genetic variability in populations inhabiting smaller habitat patches. Our results reveal a generally low differentiation and a significant positive relationship between habitat size and allelic richness. © 2011 Springer Science+Business Media B.V.,2,2011,universitaet,Tel Aviv University;Leuphana Universität Lüneburg,0,,no
3262,2-s2.0-80054993359,10.1016/j.resconrec.2011.09.002,https://doi.org/10.1016/j.resconrec.2011.09.002,https://scholar.google.com/scholar?q=10.1016/j.resconrec.2011.09.002,Scenarios for the implementation of EU waste legislation at national level and their consequences for emissions from municipal waste incineration,ar,Resources Conservation and Recycling,"Saner, Dominik;Blumer, Yann B.;Lang, Daniel J.;Koehler, Annette","Incineration plays a significant role in modern municipal solid waste (MSW) management of European countries. There are 405 treatment facilities in the European Union (EU) and another 43 plants are planned to be built in the coming years. The number of municipal solid waste incineration (MSWI) plants is not only increasing due to rising waste amounts but also as a consequence of EU waste-concerned directives issued over the last two decades. This study analyses the potential influence of diverse national implementations of EU waste policies on the future emission loads to air from MSWI in different European countries. This is exemplified by constructing waste policy implementation scenarios using an adapted formative scenario analysis approach, coupled with a probabilistic MSWI emission model employing microsimulation, which enables us to model changing incinerated waste amounts and waste compositions for each country over time. This allows us to describe possible future emission levels of MSWI in the year 2020 in 33 European countries, and in detail for Switzerland, Poland and the United Kingdom. Uncertain future emission levels are calculated and compared with the emission levels determined by the scenarios' implications. We find that, depending on the scenario selected, in countries with currently small MSWI sectors like Poland median pollutant emission loads can change by a factor of between 1.4 and 336 for greenhouse gases (GHG) and 1.8 and 561 for ammonia (NH<inf>3</inf>) compared to the reference state. For countries like the United Kingdom, with a current 9.7% share of MSWI in their waste management, this factor would be in the range of 1.3 and 7.3 for GHG and 1.3 and 9.7 for NH<inf>3</inf>. Our results suggest that these variations are not primarily the results of the EU policy framework, but are mainly caused by the way these policies are implemented on the national level. However, comparing the emissions for Switzerland, a country with a high share of MSWI (50%), we do not find significant changes in the emission loads between the reference state and the future considering various scenarios and the uncertainty in the emission loads. © 2011 Elsevier B.V. All rights reserved.",30,2011,universitaet,ETH Zürich;Leuphana Universität Lüneburg;PE INTERNATIONAL AG,0,,no
3263,2-s2.0-80053561816,10.1111/j.1654-1103.2011.01318.x,https://doi.org/10.1111/j.1654-1103.2011.01318.x,https://scholar.google.com/scholar?q=10.1111/j.1654-1103.2011.01318.x,Exploring large vegetation databases to detect temporal trends in species occurrences,ar,Journal of Vegetation Science,"Jandt, Ute;von Wehrden, Henrik;Bruelheide, Helge","Question: Can vegetation relevé databases be used to analyse species losses and gains in specific vegetation types in Germany over time? Does the type of response (increase or decline in relative frequency) conform to observed large-scale environmental trends in the last decades? Location: Germany. Exploring the German Vegetation Reference Database Halle (GVRD) that was established for forest and grassland vegetation within the framework of German Biodiversity Exploratories. Methods: Use of generalized linear models (GLMs) for testing changes in temporal frequency of plant taxa in a semi-dry grassland data set (Mesobromion) and a beech forest data set (Fagion). Data were either aggregated by year, decade or by a balanced re-sampling approach. Interpretation of the observed changes was based on species traits. Results: In both data sets significant temporal changes were observed, although the frequency of the majority of species remained unchanged. In both data sets, species with a temporal increase in frequency had higher Ellenberg N and F indicator values, compared to species that decreased, thus indicating effects of widespread atmospheric nitrogen deposition. In the forest data set, the observed increase in recruitment of deciduous trees pointed to a change in management, while trends in the grassland data set suggested use abandonment, as seen in an increased frequency of woody species. Conclusion: We demonstrate that vegetation databases represent very valuable resources for analysis of temporal changes in species frequencies. GLMs proved their value in detecting these trends, as also shown by the interpretability of model results with species traits. In contrast, the method of aggregation or re-sampling had little influence on the general outcome of analyses. © 2011 International Association for Vegetation Science.",53,2011,universitaet,Martin-Luther-Universität Halle-Wittenberg;Leuphana Universität Lüneburg,0,,no
3264,2-s2.0-82855181477,10.1037/a0024532,https://doi.org/10.1037/a0024532,https://scholar.google.com/scholar?q=10.1037/a0024532,The affective shift model of work engagement,ar,Journal of Applied Psychology,"Bledow, Ronald;Schmitt, Antje;Frese, Michael;Kühnel, Jana","On the basis of self-regulation theories, the authors develop an affective shift model of work engagement according to which work engagement emerges from the dynamic interplay of positive and negative affect. The affective shift model posits that negative affect is positively related to work engagement if negative affect is followed by positive affect. The authors applied experience sampling methodology to test the model. Data on affective events, mood, and work engagement was collected twice a day over 9 working days among 55 software developers. In support of the affective shift model, negative mood and negative events experienced in the morning of a working day were positively related to work engagement in the afternoon if positive mood in the time interval between morning and afternoon was high. Individual differences in positive affectivity moderated within-person relationships. The authors discuss how work engagement can be fostered through affect regulation. © 2011 American Psychological Association.",268,2011,universitaet,Universiteit Gent;Justus-Liebig-Universität Gießen;Universität Konstanz;Leuphana Universität Lüneburg;NUS Business School,2,,no
3265,2-s2.0-80555146632,10.1177/1350507611400001,https://doi.org/10.1177/1350507611400001,https://scholar.google.com/scholar?q=10.1177/1350507611400001,The production of educational space: Heterotopia and the business university,ar,Management Learning,"Beyes, Timon;Michels, Christoph","This article responds to recent calls for rethinking management education and fostering a spatial understanding of educational practices. We propose to introduce Foucault's notion of heterotopic space and the spatial thought of Lefebvre into the debate about the current and future state of business schools. In particular, we conceptually and empirically discuss the potential for understanding space in a way that addresses its productive force, its multiplicity and its inherent contradictions. Using the example of an experimental teaching project dedicated to the conception and physical design of a city of the future, we reflect upon the possibility of the emergence of 'other', heterotopic spaces within an institution of management learning. Our findings suggest that spatial interventions facilitate critically affirmative engagement with the business school by offering an imaginative approach to management education. © The Author(s) 2011.",86,2011,universitaet,University of St. Gallen;Leuphana Universität Lüneburg,0,,no
3266,2-s2.0-80055021229,10.1111/j.1442-9993.2010.02230.x,https://doi.org/10.1111/j.1442-9993.2010.02230.x,https://scholar.google.com/scholar?q=10.1111/j.1442-9993.2010.02230.x,"Habitat invasion risk assessment based on Landsat 5 data, exemplified by the shrub Rosa rubiginosa in southern Argentina",ar,Austral Ecology,"Zimmermann, Heike;Von Wehrden, Henrik;Damascos, Maria A.;Bran, Donaldo;Welk, Erik;Renison, Daniel;Hensen, Isabell","Prediction of invasive species spread helps to plan management actions. We performed a risk assessment by quantifying habitat invasibility, predicted the potential distribution of an invasive species using the Maxent modelling program and confirmed patterns using detailed field studies. Our study was conducted in southern Argentina, Patagonia, where large areas are already invaded by the European shrub Rosa rubiginosa. A total of 163 R. rubiginosa locations served as ground truth data, and predictors were obtained from the spaceborne sensor Landsat 5. Based on the Maxent Method (area under the receiver operating characteristic curve 0.8), the habitat invasibility map covered about 5000km<sup>2</sup>. Our model revealed that R. rubiginosa has the potential to invade 36% of the area along a steep precipitation gradient (target region 600-1400mm per year). The Tasseled Cap brightness index and the normalized vegetation index explained most of the variance in our model, followed by the Tasseled Cap greenness and wetness indices, which can be interpreted as indicators of disturbance. Highest levels of invasibility were predicted for urban areas, along roads and rivers, on pastures, in Austrocedrus chilensis forests and inside Nothofagus dombeyi forest gaps. Detailed field assessments of rose cover performed in seven habitat types supported these results: rose cover significantly decreased with increasing tree cover (P<0.01). Our data revealed that the occurrence of R. rubiginosa is not connected to a certain habitat type, but that it thrives in open patches following habitat disturbance. Our approach is a widely applicable, cost-free remote sensing method that can serve as a risk assessment tool for alien plant species invasion of habitats. © 2011 The Authors. Journal compilation © 2011 Ecological Society of Australia.",28,2011,universitaet,Martin-Luther-Universität Halle-Wittenberg;Universidad Nacional de Córdoba;Leuphana Universität Lüneburg;Universidad Nacional del Comahue;Instituto Nacional de Tecnologia Agropecuaria Bariloche,0,,no
3267,2-s2.0-79961097223,10.1080/00036841003742629,https://doi.org/10.1080/00036841003742629,https://scholar.google.com/scholar?q=10.1080/00036841003742629,Product diversification and stability of employment and sales: First evidence from German manufacturing firms,ar,Applied Economics,"Braakmann, Nils;Wagner, Joachim","In this study, we use a unique rich newly built data set for German manufacturing enterprises to investigate the relationship between product diversification and the stability of sales and employment. We find that contrary to portfolio theoretic considerations, more diversified firms exhibit a higher variability of sales and employment. However, the effects are negligibly small from an economics point of view. © 2011 Taylor & Francis.",5,2011,universitaet,Leuphana Universität Lüneburg,0,,no
3268,2-s2.0-84992258618,10.1177/0003122411420817,https://doi.org/10.1177/0003122411420817,https://scholar.google.com/scholar?q=10.1177/0003122411420817,"How general is trust in ""most people""? Solving the radius of trust problem",ar,American Sociological Review,"Delhey, Jan;Newton, Kenneth;Welzel, Christian","Generalized trust has become a paramount topic throughout the social sciences, in its own right and as the key civic component of social capital. To date, cross-national research relies on the standard question: ""Generally speaking, would you say that most people can be trusted or that you need to be very careful in dealing with people?"" Yet the radius problem-that is, how wide a circle of others respondents imagine as ""most people""-makes comparisons between individuals and countries problematic. Until now, much about the radius problem has been speculation, but data for 51 countries from the latest World Values Survey make it possible to estimate how wide the trust radius actually is. We do this by relating responses to the standard trust question to a new battery of items that measures in-group and out-group trust. In 41 out of 51 countries, ""most people"" in the standard question predominantly connotes out-groups. To this extent, it is a valid measure of general trust in others. Nevertheless, the radius of ""most people"" varies considerably across countries; it is substantially narrower in Confucian countries and wider in wealthy countries. Some country rankings on trust thus change dramatically when the standard question is replaced by a radius-adjusted trust score. In cross-country regressions, the radius of trust matters for civic attitudes and behaviors because the assumed civic nature of trust depends on a wide radius. © American Sociological Association 2011.",645,2011,universitaet,University of Southampton;Constructor University;Leuphana University Lüneburg and Higher School of Economics St. Petersburg,0,American Sociological Association,no
3269,2-s2.0-80055069691,10.1504/IJISD.2011.043322,https://doi.org/10.1504/IJISD.2011.043322,https://scholar.google.com/scholar?q=10.1504/IJISD.2011.043322,Towards a 'Sustainable University': Scenarios for sustainable university development,ar,International Journal of Innovation and Sustainable Development,"Barth, Matthias;Adomßent, Maik;Albrecht, Patrick;Burandt, Simon;Godemann, Jasmin;Franz-Balsen, Angela;Rieckmann, Marco","Universities are key actors in sustainable development by generating new knowledge as well as contributing to the development of appropriate competencies and raising sustainability awareness. Within a project called 'Sustainable University' at the Leuphana University of Lüneburg (Germany), a scenario analysis was carried out in order to think structurally about both the challenges that universities could face in the long run and to establish what chances and problems might arise in future from implementing an orientation towards sustainable development. This analysis results in the characterization of a 'Higher Education Landscape 2035' consisting of eight clusters of possible future developments. This paper describes the process of inter- and transdisciplinary scenario development, gives an overview of the scenarios identified, and finally discusses the adaptability of the Lüneburg idea of a sustainable university to the future system of higher education. Copyright © 2011 Inderscience Enterprises Ltd.",22,2011,universitaet,RMIT University;Leuphana Universität Lüneburg;Nottingham University Business School,0,,no
3270,2-s2.0-80055032065,10.1108/14720701111176975,https://doi.org/10.1108/14720701111176975,https://scholar.google.com/scholar?q=10.1108/14720701111176975,Joint management-stakeholder committees - a new path to stakeholder governance?,ar,Corporate Governance,"Spitzeck, Heiko;Hansen, Erik G.;Grayson, David","Purpose: This paper aims to describe the emerging practice of joint management-stakeholder-committees (JMSCs) in which corporate executives take decisions in collaboration with stakeholders. Design/methodology/approach: To identify firms involving stakeholders in their governance arrangements, the authors analysed 51 companies regularly participating in Business in the Community's Corporate Responsibility Index in the UK. The data provided by the index as well as corporate reports were then analysed to evaluate the impact of JMSCs on corporate decision-making. Findings: The research finds that JMSCs strongly influence corporate governance mechanisms such as monitoring and measurement as well as the policy development of firms. Research limitations/applications: The analysis builds on corporate responses given to the questionnaire sent by the Corporate Responsibility Index as well as corporate reports. Future research is encouraged to triangulate findings with stakeholder opinions on the effectiveness of JMSCs. Practical implications: JMSCs prove to be an effective tool to involve stakeholders in corporate decision-making processes. Owing to their effectiveness JMSCs are more likely to create trust between firms and their stakeholders. Originality/value: The paper is the first empirical investigation into the effectiveness of engaging stakeholders in joint management-stakeholder committees, demonstrating the impact and effectiveness of such engagement. © Emerald Group Publishing Limited.",9,2011,universitaet,Leuphana Universität Lüneburg;Cranfield School of Management;Fundação Dom Cabral,0,,no
3271,2-s2.0-80054115963,10.1504/IJISD.2011.043074,https://doi.org/10.1504/IJISD.2011.043074,https://scholar.google.com/scholar?q=10.1504/IJISD.2011.043074,Sustainability innovation contests: Evaluating contributions with an eco impact-innovativeness typology,ar,International Journal of Innovation and Sustainable Development,"Hansen, Erik G.;Bullinger, Angelika C.;Reichwald, Ralf","Companies operating in business-to-consumer markets have been increasingly pressured to transcend the focus on economic and technological innovations and to address more environmental-friendly and socially desirable products and services, i.e. to engage in Sustainability-oriented Innovation (SOI). This paper examines the suitability of innovation contests to generate SOIs and the resulting degree of innovativeness in conventional and ecological terms. Using a case study of an innovation contest in the shoe industry, we derive three strands of results. First, a large majority of the submissions belongs to the category of product care. Second, submissions categorised as 'greenwashing' receive a better average assessment, although technically equal to the ones of product care. Third, using eco-impact class as the first axis, and the (conventional) innovativeness criteria - as judged by the experts - as the second axis, we develop an eco impact-innovativeness grid. It illustrates that a vast majority of user submissions falls into the classes incremental innovation and radical conventional innovation. Results go beyond previous studies and thus contribute to the fields of open innovation and SOI. Copyright © 2011 Inderscience Enterprises Ltd.",27,2011,universitaet,Technische Universität München;Friedrich-Alexander-Universität Erlangen-Nürnberg;Leuphana Universität Lüneburg,2,,no
